ID,"First Name","Last Name","Company Name","Company Slug",Email,Overview,Phone,Website,"Number of Brands","Number of Products",City,State,Country,Facebook,Twitter,Instagram,Thumblr,Youtube,Googleplus,"Company Age","Allow Dropshipping",Tags,"Show Video"
6335,Garnier,Garnier,"Garnier Fructise",garnier-fructise,,"    Garnier is a mass market cosmetics brand of L\'Oréal that produces hair care and skin care products. The company started as Laboratoires Garnier in 1904, and was acquired by L\'Oréal in the 1970s. Garnier is sold in numerous countries worldwide, with specific product lines targeted for different skin types and cultures. In 2011, Garnier partnered with TerraCycle to promote upcycling of product containers and the introduction of biodegradable products. Garnier hair care and skin care products is one of the highest luxury brands used in Asia, China, Japan & India.",0,http://www.garnierusa.com/,1,10,Any,AL,"United States",,,,,,,1904,No,"Garnier Fructise, Loreal",Yes
6334,Loreal,Paris,"Loreal Paris",loreal-paris,,"    The L\'Oréal Group is a French cosmetics and beauty company, headquartered in Clichy, Hauts-de-Seine. It is the world\'s largest cosmetics company, and has a registered office in Paris.It has developed activities in the field of cosmetics, concentrating on hair colour, skin care, sun protection, make-up, perfumes and hair care, the company is active in the dermatological, tissue engineering and pharmaceutical fields and is the top nanotechnology patent-holder in the United States.",1,http://www.lorealparisusa.com/,1,10,Any,AL,"United States",,,,,,,0,No,"Loreal paris",Yes
6333,"Laila Ali","Laila Ali","Laila Ali",laila-ali,,"  The Laila Ali lifestyle brand inspires, empowers and provides healthy living options for today’s on-the-go woman; who, like Laila, wears many hats: mother, daughter, wife, athlete, and professional. As an everyday woman, Laila believes in empowering other women to be their very best. Her hair care appliance line includes all of the tools today’s woman needs to care for and style her own hair at home, while looking like she just stepped out of the salon. Because Laila styles her own hair at home everyday, she knows what it takes to get the job done. Each tool is specifically designed to meet the needs of all natural hair types and to help create smooth sleek styles. Whether you want straight, shiny tresses or voluminous curls, their high heat capability and adjustable settings will allow you to personalize your appliance to meet your exact hair needs. ",0,www.lailaalistylingtools.com,1,10,Calabasas,NY,"United States",,,,,,,0,No,"Laila ali, styling tools, flat iron, curling iron, styling iron",Yes
6332,Organix,Organix,Organix,organix,,"     Organix® Hair Care is an award-winning collection of over 70 items containing shampoos, conditioners and styling/treatment products, which have been met with rave reviews by retailers and consumers alike. Organix® products contain exotic active ingredients and are sulfate free to not dry out your hair…plus the fragrances are amazing! As the leader in the segment, Organix® furthered its commitment by jumping to the forefront of “green” packaging by being the first in the segment to change to environmental friendly components. ",0,http://www.organixhair.com,1,10,Any,AL,"United States",,,,,,,0,No,"Organix, hair care, environmentally friendly",No
6331,Tigi,Tigi,Tigi,tigi,,"      It\'s about progression. Keeping the art of hairdressing fresh. Dynamic. Alive. Balancing expression and invention - with the skills and precise technical understanding that set creativity free.

It\'s about gaining recognition - for the craft, artistry and dedication that we put into hairdressing. Celebrating the journey, not just the destination - whether you\'re just starting out in hairdressing or you are a household name.",800,http://www.tigiprofessional.com,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6330,Suave,Suave,Suave,suave,,"   We’ve bottled this belief in every bottle of Suave. Because we know that when you look beautiful, you smile more, sing more, and make the world around you a brighter, happier place. From the extra volume and moisture of your hair to the glow of your touchable skin. Or the smell of coconut as your kids giggle with joy during bath time. We\'re designed to work as well as more expensive brands so you can have performance without compromise. And you can live every day exactly the way you want to: beautifully.",1,http://www.suave.com/,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6329,"Alberto VO5","Alberto VO5","Alberto VO5",alberto-vo5,,"       In 1955, hairdresser to the stars Alberto and a talented chemist changed the world of hair care forever with the introduction of Alberto VO5. Originally created in Culver, CA as a conditioning hairdressing for Hollywood leading ladies to offset the harsh conditions of movie sound stages, VO5 quickly became a favorite in households across the country.

The name VO5 comes from the 5 Vitamin Oils that are included in every product and are essential for healthy, beautiful hair.",0,http://www.vo5haircare.com/,1,10,Stamford,AL,"United States",,,,,,,0,No,"Aberto vo5 ",Yes
6328,Vidal,Sassoon,"Vidal Sassoon",vidal-sassoon,,"    THE MAN THAT MADE THE WORLD LOOK GOOD.

His forward-thinking techniques and innovative style revolutionized the hair industry, inspiring trends for decades to come. His unique perspective on the art of hairdressing, which evolved into global salons, academies and multiple product lines, continues to transform the way women care for their hair.",1,http://www.vidalsassoon.com/en-US/home.aspx,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6327,Matrix,Matrix,Matrix,matrix,,"    Founded in 1980 by the American hairdresser, Arnie Miller, Matrix services community salons with a diverse range of haircare, color, style, and texturing products as well as unique in-salon treatments and services that provide solutions for every hair type.
Matrix is committed to serving each and every community salon and empowering stylists to create positive change for their clients and the world around them. Through inspiration and innovation, Matrix supports every salon professional to achieve their dreams and IMAGINE ALL THEY CAN BE.",1,http://www.matrix.com,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6326,Redken,Redken,Redken,redken,,"    Redken Laboratories, founded in 1960, is a company built from the inspiration of a dynamic, entrepreneurial American actress named Paula Kent.

Frequent chemical services and style changes were routine for any aspiring actress of her day, but Paula was extra sensitive to many of the products used by the hairdressers and make-up artists. She felt continually frustrated that no one could explain why the products were irritating. Necessity is the mother of invention, and Paula realized that working with professional hairdressers, she could help millions of other people also wanting high performance products that were gentle. ",0,www.redken.com,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6325,Nexxus,Nexxus,Nexxus,nexxus,,"    At Nexxus Salon Hair Care, our philosophy is that truly beautiful hair requires a deeper approach. Nexxus science goes deeper to transform your hair so it acts as beautifully as it looks.
Our heritage of 30 years in salons and our continually evolving understanding of the science of hair have resulted in products that provide breakthrough results for women who insist on the highest level of care for their hair. ",0,http://www.nexxus.com/,1,10,Any,AL,"United States",,,,,,,0,No,,Yes
6324,"Bio Silk","Bio Silk","Bio Silk",bio-silk,,,800,http://www.farouk.com/haircare/biosilk,1,10,Any,AL,"United States",,,,,,,0,No,,No
6323,Fekkai,Fekkai,Fekkai,fekkai,,"   Fekkai let Luxury go to your Head
Decadently effective shampoos, conditioners, treatments and stylers. Created with the world’s most demanding women in mind.

Masterfully crafted and perfected at the legendary Frédéric Fekkai Salons. Adored by style mavens and editors alike. Worth the splurge in pleasure and performance. Because your hair deserves nothing less.

Have no doubt. Women who can have anything choose Fekkai.
",866,http://www.fekkai.com/,1,10,St-Barthélemy,AL,France,,,,,,,0,No,,Yes
6322,Paul,Mitchell,"Paul Mitchell",paul-mitchell,,"    For us, producing the highest quality professional hair care available is simply not enough. Paul Mitchell is (and always will be) dedicated to making our world a more beautiful place. We were the first professional beauty company to stand up against animal testing and our charitable efforts continue to set the standard for giving in our industry. A commitment to caring for people and the planet is a driving force in everything we do.",1,https://www.paulmitchell.com/,1,10,,AL,"United States",,,,,,,0,No,,Yes
6321,Wen,Wen,Wen,wen,,"     Chaz Dean quickly climbed the ranks at an upscale salon in Bel Air, becoming manager and eventually thereafter, purchasing the salon and building a client list that included an impressive roster of celebrities. It\'s here in 1996 that Chaz began working on the WEN product line. The Chaz Dean Salon relocated to Hollywood, where it was renamed Chaz Dean Studio and offered his elite clients an escape from paparazzi and an environment that was more intimate and secluded. haz Dean is constantly developing new products, tending to clients at his salon and styling for fashion/award shows. An inspiration to people all over the world, Chaz Dean has changed so many lives by helping his clients achieve the hair they’ve always dreamed of having.",1,http://www.wen.com/,1,4,"Bel Air",CA,"United States",,,,,,,1996,No,,Yes
6320,Murrays,Murrays,Murrays,murrays,,"   Mr. C.D. Murray, founder of Murray\'s Superior Products Company, based his business on a simple principle. He believed that an honest product sold at a fair price would spell success. He began producing hair products out of his Chicago barber shop in 1925.
Murray\'s is committed to producing high quality products, that consumers demand, at fair prices. We will operate our business with honesty, integrity, and treat all of our distributors with respect and fairness.",800448,http://murrayspomade.com/,1,10,"Oak Park",MI,"United States",,,,,,,0,No,,No
6319,Knotty,Boy,"Knotty Boy",knotty-boy,,"     Since 1998, Knotty Boy Natural Dreadlock Care has been dedicated to all natural, ethical, gimmick-free products, prompt and friendly customer service and big-time purpose beyond profits. We believe this commitment is responsible for the hundreds of thousands of Knotty Boy products sold, thousands of photos from happy customers in the Knotty Boy Dreadlock Gallery and our wonderful, growing, international Knotty Family. ",1,http://www.knottyboy.com/,1,10,"ancouver, BC, Canada",CA,"United States",,,,,,,1998,No,"KNOTTY BOY, DREAD LOCKS, Locks, natural hair, organic",Yes
